0.008917556	0.035184182	0.016864713	0.014667389	0.016782018	0.024477714	0.018235087	0.052669951	0.011516542	0.009005314	0.022390087	0.046948808	0.114686122	0.068598016	0.025503807	0.030457067	0.008542898	0.066350063	0.013084371	0.011376466	0.059518445	0.027880021	0.045110955	0.050766279	0.00583084	0.071267883	0.004315328	0.024830433	0.063290349	0.044226625	0.087342774	0.053723046	0.00923146	0.04649483	0.049203512	0.178533396	0.103672501	1.0	0.04533035	0.057327872	0.078788063	0.058868238	0.850846948	0.020737875	0.074454171	0.055396848	0.005736331	0.012363743	0.074636437	0.027765261	0.025753579	0.01486822	0.018280653	0.118857999	0.024864186	0.078323958	0.037719036	0.011459161	0.010880296	0.050960359	0.044852857	0.044164182	0.021176665	0.051529098	0.048005279	0.025969599	0.161395284	0.063708887	0.049100566	0.032775902	0.035001915	0.024324137	0.062677731	0.129805802	0.023649076	0.08936627	0.048778224	0.032379303	0.025353605	0.479242717	0.124383374	0.026023604	0.032121092	0.040913763	0.075836358	0.195988787	0.092392231	0.223514402	0.19009888	0.036152895
0.015657929	0.035137433	0.04693043	0.013505583	0.01944389	0.013000788	0.019307626	0.020326506	0.011912228	0.017788596	0.018990194	0.047796013	0.024652876	0.03690886	0.011486404	0.02059284	0.0064942	0.022415366	0.017457228	0.010146994	0.031458315	0.004095651	0.025049279	0.484294844	0.01887406	0.045420691	0.012255984	0.023683546	0.020544838	0.015839097	0.05485385	0.014468719	0.004318628	0.060539759	0.032361061	0.065007038	0.080568963	0.024993535	0.045276685	0.015377659	0.014036701	0.022350256	0.039200566	0.010116025	0.079934098	0.019037919	0.041258456	0.00271753	0.025800278	0.009649942	0.005122273	0.028369157	0.025880797	0.004555541	0.012822716	0.013747141	0.01141053	0.009046046	0.004264432	0.051866889	0.027083333	0.003954742	0.013541197	0.011704735	0.010668822	0.025529299	0.020270762	0.02300068	0.025846731	0.030680993	0.028113662	0.012754585	0.037675343	0.020698134	0.031140883	0.015791095	0.018369265	0.026755672	0.029211514	0.018386298	0.044006956	0.023692837	0.021930701	0.012375214	0.022629052	0.029312163	0.035108012	0.05291519	0.034976394	0.018928256
0.138366219	0.240842765	0.150352912	0.133296957	0.067836587	0.034235122	0.122735994	0.120553394	0.357312587	0.196205094	0.186682625	0.965764878	0.371077042	0.220970553	0.038512312	0.026120782	0.034111911	0.154348477	0.084822136	0.102793375	0.259342052	0.072324996	0.386038407	0.318958689	0.152993153	0.236090331	0.280604791	0.142907433	0.222765916	0.132100048	0.695738651	0.091985989	0.076250154	0.128333304	0.111981413	0.286800556	0.299720134	0.184922465	0.152130674	0.102934188	0.126062697	0.161071368	0.279231866	0.240649147	0.484079348	0.215852887	0.320032387	0.190836604	0.263918469	0.079330435	0.199373383	0.113459948	0.061500009	0.055198634	0.108144263	0.129178181	0.07588052	0.036100892	0.347895728	0.392797423	0.103026324	0.199302976	0.036470526	0.104940771	0.062679316	0.112403851	0.028444194	0.209071867	0.209881541	0.156407864	0.319785964	0.150599335	0.22466689	0.098533786	0.784204319	0.07082886	0.078203932	0.050129372	0.228680056	0.275869959	0.153855632	0.112403851	0.137697358	0.06216887	0.25022442	0.112315843	0.184992871	0.193776072	0.2149156	0.068628659
0.028043078	0.03284812	0.036819312	0.03155887	0.024850229	0.022366341	0.048113494	0.01159568	0.01275878	0.026584787	0.045021565	0.079986477	0.04057605	0.089025103	0.010341752	0.020095647	0.008698022	0.016553363	0.045726742	0.09664076	0.022636302	0.039831767	0.019382901	0.498688674	0.007264961	0.024155144	0.024573961	0.090647388	0.025009177	0.029752406	0.058874063	0.011704169	0.008609717	0.070880992	0.070931452	0.050274439	0.08038511	0.059000213	0.036752453	0.034869038	0.003318999	0.072281924	0.059701606	0.00428909	0.019891284	0.030818338	0.025555406	0.020778117	0.048286319	0.009824538	0.001005413	0.010383382	0.003761784	0.001631116	0.013639305	0.006046355	0.025919978	0.196442831	0.006011033	0.065070537	0.033387779	0.071770347	0.0579948	0.008845617	0.028043078	0.015429369	0.025498638	0.052642268	0.076268845	0.120692461	0.108737254	0.006385698	0.040708507	0.077884823	0.056478481	0.046425611	0.018079775	0.04543029	0.022501321	0.047732522	0.017996516	0.049627291	0.037210376	0.02349412	0.018871995	0.02131173	0.010383382	0.009245511	0.054547129	0.038576577
0.171151692	0.042612468	0.091860317	0.066793325	0.071146021	0.053472941	0.107803661	0.068537239	0.394578271	0.107902908	0.141746183	0.060058698	0.079071614	0.245984035	0.046717046	0.199040138	0.066722434	0.098403539	0.128333641	0.150068764	0.107853284	0.105620224	0.067729084	0.81594618	0.047971814	0.031851243	0.12957423	0.162481746	0.114049142	0.081552792	0.08303441	0.27326991	0.041279721	0.171435255	0.136195432	0.051750294	0.131849825	0.111518339	0.109178943	0.100842183	0.046355503	0.129838304	0.069678581	0.0	0.048709078	0.079957657	0.051303682	0.089542187	0.066410515	0.06906892	0.119245438	0.067729084	0.072535481	0.01682239	0.048397159	0.031199047	0.077299344	0.271575619	0.034218996	0.091555486	0.079037668	0.158518949	0.094936978	0.055791071	0.13042492	0.052877458	0.054472501	0.115743432	0.189654195	0.107463385	0.127050517	0.193312161	0.09885724	0.191901433	0.12772398	0.169662985	0.107264891	0.072826133	0.051218613	0.113085026	0.116260935	0.076951979	0.116416895	0.060767606	0.156335512	0.063348031	0.06606315	0.049425075	0.100750025	0.084537296
0.084531622	0.071682794	0.099228858	0.036396185	0.045844787	0.057120613	0.097444005	0.032887385	0.016357627	0.070951904	0.095728003	0.253311513	0.136504229	0.120233991	0.022321263	0.033777163	0.008296656	0.035922166	0.076873169	0.129769982	0.070951904	0.080360784	0.058103077	0.494735476	0.010653511	0.066383844	0.058508244	0.177092436	0.048267845	0.054798184	0.189806208	0.048304919	0.018105407	0.091827277	0.084722288	0.1143498	0.154694377	0.137952768	0.076756651	0.07523926	0.005923913	0.09704879	0.146890277	0.026359693	0.050481699	0.092593749	0.05113844	0.054268554	0.076727521	0.031939347	0.022392763	0.046893454	0.009175843	0.003704763	0.04741514	0.017120295	0.028041269	0.21171436	0.039923521	0.169788836	0.067666576	0.095301651	0.049753457	0.016874017	0.039155558	0.049597216	0.039828188	0.093792205	0.122633215	0.103344085	0.172688562	0.016588017	0.107501682	0.088141051	0.194702639	0.075350483	0.033567959	0.061654247	0.07877719	0.079282987	0.056461223	0.052067941	0.077018818	0.029465974	0.043442914	0.029691067	0.03709	0.042873561	0.078422338	0.032956237
0.216263107	0.025830631	0.123367162	0.038185876	0.042009517	0.058483177	0.129826926	0.053076178	0.018393902	0.073701941	0.111837285	0.051779172	0.068648671	0.283943235	0.068446541	0.069389818	0.045908957	0.063612246	0.127822462	0.134484356	0.122988167	0.102438203	0.028222512	0.987408936	0.018705521	0.013584874	0.066778962	0.155969175	0.080481745	0.071385859	0.084077989	0.088811218	0.021627995	0.133911652	0.11424601	0.02892997	0.091674738	0.170202552	0.084937045	0.061228787	0.023337685	0.135104516	0.102648756	0.011032973	0.029132101	0.067074732	0.032088264	0.065641976	0.043542342	0.082839938	0.025434792	0.052242389	0.026167516	0.024323072	0.06880027	0.022588116	0.033191561	0.321750116	0.024061987	0.084802291	0.048660828	0.131191308	0.098934602	0.029831137	0.061953089	0.086520403	0.072564956	0.107794669	0.115467217	0.079252116	0.121219522	0.031742957	0.030100644	0.110952962	0.067958058	0.104459511	0.024280962	0.057211437	0.015412473	0.085678191	0.046380595	0.047130164	0.127670864	0.027430833	0.03640881	0.063418537	0.064631322	0.017736977	0.071596412	0.054272119
0.093872804	0.041125311	0.041741399	0.037782889	0.036519045	0.038937335	0.089240628	0.023895	0.013758338	0.054964258	0.089842322	0.091088892	0.077866033	0.145912084	0.021442164	0.025009141	0.008648263	0.036058419	0.067608456	0.102978814	0.057362395	0.068308032	0.027202874	0.610842572	0.011193224	0.03640101	0.062270946	0.135493288	0.048069255	0.048757316	0.095985928	0.040892118	0.014941572	0.085299393	0.063503122	0.039752068	0.135294643	0.103931735	0.057696349	0.051636232	0.008967822	0.089570314	0.088348165	0.004675359	0.031619131	0.059116314	0.033778318	0.046698891	0.052594911	0.039815404	0.008838271	0.01932904	0.008297035	0.001410669	0.022314475	0.010208635	0.037843347	0.204034512	0.023235728	0.089574583	0.040513151	0.095453328	0.053320397	0.022254018	0.029062654	0.047954099	0.045276707	0.05602082	0.118594053	0.107357645	0.141942059	0.01797595	0.042095505	0.086779155	0.112079067	0.074057227	0.018275357	0.040350882	0.024300927	0.056697366	0.03565825	0.052882802	0.081366794	0.02519627	0.028743094	0.038827936	0.018784925	0.013533783	0.069171707	0.041341229
0.13166976	0.096399339	0.117211904	0.039038256	0.048368379	0.055362137	0.089472043	0.023695956	0.012187952	0.0405822	0.069359877	0.175881761	0.13544782	0.239766261	0.03270911	0.031594607	0.013547849	0.030055776	0.077314765	0.179419539	0.111731415	0.101102744	0.044114865	0.904868535	0.021390265	0.062437693	0.05212599	0.144849517	0.047667981	0.034902328	0.187517574	0.050178167	0.012366886	0.083822845	0.117298814	0.049733389	0.182763046	0.099374754	0.075382279	0.059968405	0.005286217	0.12691314	0.148060101	0.00759702	0.057943897	0.082497408	0.060653466	0.05223335	0.075525427	0.036216213	0.007443649	0.030883984	0.003941657	0.01327178	0.045822406	0.017065178	0.023532359	0.27840575	0.017008942	0.177676212	0.053432343	0.091798183	0.092386109	0.020132616	0.034917665	0.047938938	0.050316202	0.081588728	0.174608774	0.133275052	0.161490366	0.009156301	0.059610538	0.09676232	0.148765612	0.08014192	0.015183816	0.058127943	0.049774288	0.047862252	0.026298165	0.078117411	0.110085224	0.032821582	0.031829778	0.034120131	0.012044805	0.018056983	0.072120571	0.060152452
0.054610541	0.00857997	0.031732983	0.01105003	0.018292982	0.012567406	0.027170587	0.011256386	0.00344209	0.017558304	0.026014449	0.015519453	0.013569837	0.094719715	0.045266934	0.021041788	0.005761224	0.012271975	0.034919609	0.035095568	0.031410111	0.04971654	0.010832659	0.56359181	0.003673305	0.006790137	0.022974799	0.034740028	0.014735253	0.00835168	0.02629919	0.026730744	0.005170463	0.025921299	0.039110007	0.008445952	0.020399414	0.055422958	0.016426314	0.0151326	0.003766354	0.029585137	0.038817465	0.008377941	0.007515401	0.014465506	0.004069712	0.016169785	0.016019462	0.018962608	0.003741146	0.013826155	0.003220856	0.005222843	0.022067859	0.009343801	0.010483265	0.107780061	0.010967607	0.016972455	0.02130727	0.029759043	0.02023214	0.010371463	0.021617144	0.018879002	0.02961383	0.019032282	0.029847185	0.035269662	0.030163787	0.012564425	0.008119622	0.032923635	0.018085838	0.03285008	0.008205868	0.019651446	0.010866263	0.017901559	0.013428552	0.018135164	0.047808041	0.012761847	0.009375784	0.013953606	0.012270264	0.010037924	0.027224888	0.014559533
